Type;FSV-13;
Version;3.70;
Date;14.Mar 24;
Mode;ANALYZER;
Center Freq;514980000.000000;Hz
Freq Offset;0.000000;Hz
Span;969840000.000000;Hz
x-Axis;LIN;
Start;30060000.000000;Hz
Stop;999900000.000000;Hz
Ref Level;88.000000;dBµV
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
El Att;0.000000;dB
RBW;120000.000000;Hz
VBW;1000000.000000;Hz
SWT;0.674000;s
Trace Mode;AVERAGE;
Detector;RMS;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBµV;
Preamplifier;OFF;
Transducer;OFF;
Values;8083;
30060000;29.980499267578125;
30180000;30.6981201171875;
30300000;31.2745361328125;
30420000;31.960601806640625;
30540000;32.882896423339844;
30660000;31.468574523925781;
30780000;31.778549194335938;
30900000;32.68084716796875;
31020000;34.005928039550781;
31140000;33.770896911621094;
31260000;33.71661376953125;
31380000;32.740188598632812;
31500000;33.683097839355469;
31620000;33.77490234375;
31740000;31.738090515136719;
31860000;32.661674499511719;
31980000;33.630973815917969;
32100000;31.9342041015625;
32220000;31.358840942382813;
32340000;30.695137023925781;
32460000;32.256050109863281;
32580000;32.238365173339844;
32700000;32.220809936523438;
32820000;32.327644348144531;
32940000;31.747802734375;
33060000;32.045852661132812;
33180000;33.5440673828125;
33300000;35.217277526855469;
33420000;33.036201477050781;
33540000;32.605575561523438;
33660000;32.220420837402344;
33780000;33.550949096679688;
33900000;33.087699890136719;
34020000;33.208946228027344;
34140000;34.054290771484375;
34260000;33.445472717285156;
34380000;33.075492858886719;
34500000;34.108810424804688;
34620000;33.983932495117188;
34740000;33.547958374023438;
34860000;33.046981811523438;
34980000;32.68365478515625;
35100000;32.623786926269531;
35220000;32.471824645996094;
35340000;31.167007446289063;
35460000;31.65069580078125;
35580000;32.05096435546875;
35700000;35.093727111816406;
35820000;31.357490539550781;
