sep=,
Type,FSVA3013,
Version,1.40,
Date,01.Nov 2023,
Mode,ANALYZER,
Preamplifier,ON,
Transducer,OFF,
Center Freq,15076500.000000,Hz
Freq Offset,0.000000,Hz
Start,154500.000000,Hz
Stop,29998500.000000,Hz
Span,29844000.000000,Hz
Ref Level,85.400000,dBµV
Level Offset,0.000000,dB
Rf Att,0.000000,dB
El Att,0.000000,dB
RBW,9000.000000,Hz
VBW,100000.000000,Hz
SWT,0.000654,s
Sweep Count,10,
Window,1,Frequency Sweep
Ref Position,100.000000,%
Level Range,108.000000,dB
x-Axis,LIN,
y-Axis,LOG,
x-Unit,Hz,
y-Unit,dBµV,
Trace,1,
Trace Mode,VIEW,
Detector,RMS,
Values,3317,
154500,14.23891448974609375,
163500,30.13713836669921875,
172500,17.4879302978515625,
181500,3.81097412109375,
190500,8.01788330078125,
199500,7.61960601806640625,
208500,5.45952606201171875,
217500,4.77558135986328125,
226500,9.01969146728515625,
235500,10.651031494140625,
244500,8.1799774169921875,
253500,6.53594970703125,
262500,3.131591796875,
271500,5.91136932373046875,
280500,5.26068878173828125,
289500,7.26061248779296875,
298500,8.70400238037109375,
307500,6.502227783203125,
316500,5.29517364501953125,
325500,19.98883819580078125,
334500,23.133636474609375,
343500,6.81009674072265625,
352500,7.25443267822265625,
361500,6.79506683349609375,
370500,4.65360260009765625,
379500,4.5075225830078125,
388500,3.9112548828125,
397500,3.03815460205078125,
406500,3.33835601806640625,
415500,5.03093719482421875,
424500,6.185272216796875,
433500,1.597686767578125,
442500,3.4910125732421875,
451500,3.6862640380859375,
460500,4.6694183349609375,
469500,6.30422210693359375,
478500,3.30562591552734375,
487500,4.502349853515625,
496500,19.49478912353515625,
505500,14.3019256591796875,
514500,2.53528594970703125,
523500,6.4175872802734375,
532500,4.63224029541015625,
541500,2.738616943359375,
550500,5.630218505859375,
559500,3.28106689453125,
568500,0.0553131103515625,
577500,0.3649749755859375,
586500,4.69554901123046875,
595500,2.1093597412109375,
604500,2.41571807861328125,
613500,2.52606964111328125,
622500,1.879608154296875,
631500,4.62374114990234375,
640500,3.69870758056640625,
649500,2.20318603515625,
658500,8.26953125,
667500,15.94431304931640625,
676500,7.54524993896484375,
685500,4.56035614013671875,
694500,5.233978271484375,
703500,2.138519287109375,
712500,0.10480499267578125,
721500,-1.3095245361328125,
730500,-0.8392333984375,
739500,-1.0006561279296875,
748500,-2.9677581787109375,
757500,-0.19326019287109375,
766500,-1.7496490478515625,
775500,0.6603546142578125,
784500,-0.821136474609375,
793500,1.44951629638671875,
802500,2.41466522216796875,
811500,0.7471923828125,
820500,1.75054931640625,
829500,10.6157989501953125,
838500,8.81894683837890625,
847500,3.2593841552734375,
856500,5.9188995361328125,
865500,4.69435882568359375,
874500,2.8406524658203125,
883500,2.60752105712890625,
892500,-0.335113525390625,
901500,0.01767730712890625,
910500,-1.6796722412109375,
919500,-1.5402984619140625,
928500,-1.6709442138671875,
937500,-2.11423492431640625,
946500,-0.18015289306640625,
955500,-1.1864471435546875,
964500,1.845001220703125,
973500,1.7003631591796875,
982500,-0.58719635009765625,
991500,0.121917724609375,
1000500,9.4538726806640625,
1009500,2.271240234375,
1018500,1.47853851318359375,
1027500,3.71627044677734375,
1036500,2.29925537109375,
1045500,1.81941986083984375,
1054500,-2.29686737060546875,
1063500,-0.65129852294921875,
1072500,0.62058258056640625,
1081500,0.872467041015625,
1090500,-1.3069610595703125,
1099500,-2.353729248046875,
1108500,-0.77994537353515625,
1117500,1.04314422607421875,
1126500,0.29688262939453125,
1135500,-0.04376220703125,
1144500,-1.03490447998046875,
1153500,-0.3055877685546875,
1162500,4.92752838134765625,
1171500,6.34051513671875,
1180500,2.50152587890625,
1189500,3.5884246826171875,
1198500,1.50034332275390625,
1207500,-1.43366241455078125,
1216500,0.1539306640625,
1225500,0.0677947998046875,
1234500,0.47608184814453125,
1243500,1.50424957275390625,
1252500,-1.92351531982421875,
1261500,-3.3392181396484375,
1270500,0.7745513916015625,
1279500,0.65155029296875,
1288500,1.269866943359375,
1297500,2.22690582275390625,
1306500,0.1904449462890625,
1315500,-0.196685791015625,
1324500,-1.488494873046875,
1333500,7.3137664794921875,
1342500,2.35581207275390625,
1351500,0.65871429443359375,
1360500,3.7083740234375,
1369500,-2.15500640869140625,
1378500,-0.27536773681640625,
1387500,0.63538360595703125,
1396500,-0.57509613037109375,
1405500,-2.181915283203125,
1414500,0.38240814208984375,
1423500,-1.0054473876953125,
1432500,-4.8708953857421875,
1441500,5.853668212890625,
1450500,0.19362640380859375,
1459500,0.2161712646484375,
1468500,1.49501800537109375,
1477500,-1.06664276123046875,
1486500,-2.4604034423828125,
1495500,0.03324127197265625,
1504500,5.7431640625,
1513500,-0.092742919921875,
1522500,-0.07381439208984375,
1531500,-0.6826629638671875,
1540500,-0.385711669921875,
1549500,-1.06288909912109375,
1558500,-0.02127838134765625,
1567500,-0.68119049072265625,
1576500,-1.54325103759765625,
1585500,-1.90117645263671875,
1594500,-4.6283721923828125,
1603500,0.60843658447265625,
1612500,0.39366912841796875,
1621500,0.22515106201171875,
1630500,2.175994873046875,
1639500,0.87590789794921875,
1648500,-0.91259765625,
1657500,-0.99716949462890625,
1666500,4.06945037841796875,
1675500,3.31107330322265625,
1684500,-0.32521820068359375,
1693500,0.45618438720703125,
1702500,-1.76955413818359375,
